Position, Company, Location, Job Type, URL
Data Analyst, Manpower, Causeway Bay Hong Kong Island, $23000 a month, https://www.indeed.com/rc/clk?jk=01aad723509602cd&fccid=1a17983a910f73d8&vjs=3
Director Omne Data Platform, FWD Insurance, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=cc9ea44fcd82bb3f&fccid=b6615eee465292e9&vjs=3
IT Officer - Largest Charitable Foundations, Page Personnel, New Territories, $15000 - $30000 a month, https://www.indeed.com/rc/clk?jk=f22d06c38203a55c&fccid=e5ea1ff710ce39ca&vjs=3
Trade Management Associate (Operations)- 6 month contract, TP ICAP, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=8429319bbf0c0464&fccid=031fcbd781d7a179&vjs=3
Assistant Business Analytics Manager - Banking, Robert Walters, Kowloon, N/A, https://www.indeed.com/rc/clk?jk=0d8409f60af5ea55&fccid=f01c2f55ec3054bf&vjs=3
Quantitative Developer - Hedge Fund, TEKsystems Hong Kong, Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxQhchr9cbaqvNZACppUzJV6eOvnoYfpUz9SfZl754aZUo9gOY6-2gKFoVdtQDEYBuRZ-8oFUV3nztbA5kBLcULXzTnUZQ_V9iQ1TXB2iui_jFSxyGM-dYoH2pWrG1WzJ_rOsUsmLQRM3bmU3DbDuF6L_wgP4mE1IHdKul1ud7eJmtCQ1DFF_RjpjdncpSHM13sJifbNL4wD6OTWeBX3mQP4IovpvNYCOyW07CYX19TkAuGjqvm2Fn4XKaK4dbVCQjWmMKcgI4lZOhy0iaadSHtYjD8iqRNGFTp1s0iq20cXqQQ0gY3lmfOtu_XQM-JsGQ9ehgNYaHQdBIvnSOi5oagUtb9pSqdJvylJCFYCw9Amn92zL0J1ea_pNNAqyFbKSYPlphRO8QjJT4bSA8xsj7fjJ6bKcIdjKd2YWtG0zDKC-064kZjbI2n-bCGUhOlvpugNdimz2ZhEIJNImBDx9zEnXqV7fb0A3rtMhvlM-waAeXPfziOam1PwxsivjuxCtPY_ugvfKtiQC3KXBeqEb3ak4XTiVBm2sGgU9z_e1KLNwgRiqtg15EGYowCV-ZBBGd73Kjl0fki1JK6XBqQNBCDAJsAvfdiIDcGcNzKbNH9RPOWQEQ7nLDDz2YTJGZjq3Orvs237I9R4mqY1JAV_HmV_hKRWpOCw8LQBQRLRg-Q6nw==&xkcb=SoCO-_M3LY9_PtRYA50GbzkdCdPP&p=13&fvj=0&vjs=3
Software Engineer (ACT), Cluster Technology Ltd, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=3c0c352516371f3f&fccid=f1943ec5b4031bab&vjs=3
Data Analysis Associate (Power BI / Tableau), Cathay Subsidiary Services, Chek Lap Kok New Territories, $7955 - $36609 a month, https://www.indeed.com/rc/clk?cmp=Cathay-Pacific&ti=Data+Analysis+Associate+%28power+Bi+%2F+Tableau%29&jk=df2b6d83ad976269&fccid=db1582c344bff845&vjs=3
DevOps SME, Tata Consultancy Services, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=1b55ae3fb24a3eed&fccid=d9b9208177142548&vjs=3
Senior Research Assistant (Programmer) (Full-time or Part-time), Hong Kong Baptist University, Hong Kong, None, https://www.indeed.com/rc/clk?jk=9cec6111a7b6c27b&fccid=81fd938cb6919dd1&vjs=3
Associate Director - Data and Insights, Sun Life, Hung Hom Kowloon, N/A, https://www.indeed.com/rc/clk?jk=e5faee487550eee0&fccid=618943d89d0005a6&vjs=3
Senior Manager - Analytics, New World Development Company Limited, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=81f6b9833a0bbc24&fccid=8d2ccc7722528aac&vjs=3
Assistant Project Manager (HK Government Projects), Optimum Solutions, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=f99a057f7016f5fa&fccid=347a88c00b1f6e8b&vjs=3
Commercial Project Manager, Deliveroo, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=eb77893a9d3c9e17&fccid=1d79a4290fb70d8e&vjs=3
Junior Software Developer (Technical Support), idNerd Studio Ltd., Remote in Lai Chi Kok Kowloon, Full-time, https://www.indeed.com/rc/clk?jk=0fc63b59a39e5f6e&fccid=24c43bbf8377ed17&vjs=3
Full-Stack Web Developer / Web Application Engineer, RollAngle, Kowloon, Fresh graduate, https://www.indeed.com/rc/clk?jk=d353c234bdeef39e&fccid=5f3c2189bf29e8c1&vjs=3
Production Management Analyst, HashKey Digital Asset Group Limited, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=b17711d0262a4ca7&fccid=409bf7f826d0da72&vjs=3
Electronic Technician, SingleServices, Tsim Sha Tsui Kowloon, None, https://www.indeed.com/company/Singleservices/jobs/Electronics-Technician-245b68fa5ad9f3be?fccid=097616784a852401&vjs=3
Senior Information Officer (Server Management) ITSC, Lingnan University, Hong Kong, Fresh graduate, https://www.indeed.com/rc/clk?jk=fdf3bd42be8b63bf&fccid=e62204a28cd57825&vjs=3
Analyst Programmer - Fresh Graduates are welcomed, Page Personnel, Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxR3iFwbpxpPU_Mgsb_vRu6RncZ4emCf43FGg3pmikUTyJJGCCDRtvMWDSQHxOrlR3cD2V0zy4LqO1QMlYZ2tAn6j6WpcqzoMaiPzgyp3IaqXjdaevpUVtUqLzrffDR7E2g8OlYW7GOPFgG5akxvK5L8ooU2Ww6TBONgCUHgMZdr3Z1U6Cgf5GWlQ8ekNi_Mfo4jJZVqUBJ17EaINtFBC7_YK1u4Yuz4SVfzwsly09Z0OdbXzwiUbKLJQUuWdM9shMTY-7N-XntVsI2bLQHk5JfnnxPkzy18g66oGn_ejzpyEbhTehOUrTzrl6_koFMeUfiOFbqY_aa4vM1-Gf9lCzKeBbdgmgSyHkyNLNMMQXEdRu_v96-zs9LlYRI5Qys2jxJkIhZNLyxyzsRHlr5_ETLhFXtJbp_rvE1EMxzD1P-lSa2nrZKuW6KklI0HFzovq57nzcE_lSOjJLr5MeaZ64oMTJnpO5nViVDUj5773QF6mQVa5gHQT4xmx-uOZmcN7eoW0bb9qu13DvT78Jov8TLYRJZe1dE0Xg6fyWgXT7eFJHRDYmClpOq0MHQHkV4zhDeK7nPsqErnKJGUphqHGmF20LZFBW84Gd4HmwQQk1s0N4E05ZuT8oLB1I9SQiUvOdv5lRJYduprR_eyTUAu7i8xj7Bx0RtFXMnm0NOVcxWAPg==&xkcb=SoDR-_M3LY9-5jxYGp0GbzkdCdPP&p=12&fvj=0&vjs=3
AI Engineer, SmartLedgers Limited, New Territories, $20000 - $30000 a month, https://www.indeed.com/rc/clk?jk=486873130efceece&fccid=ef8fbb99e4f06dc5&vjs=3
DEFI Blockchain Developer, AnbotoLabs, Remote, N/A, https://www.indeed.com/rc/clk?jk=9e0008fed4b8565b&fccid=76a4a2c41d5d4259&vjs=3
Quantitiative Researcher - Digital Assets Market Making (Remote), Keyrock, Remote, Full-time, https://www.indeed.com/rc/clk?jk=c161611fad8e55ec&fccid=6498a554dd4f9282&vjs=3
Senior Manager Data Scientist, FWD Insurance, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=91080d3a52427fc3&fccid=b6615eee465292e9&vjs=3
Software Test Engineer - IC, Classy Wheeler, Ngau Tau Kok Kowloon, $20000 - $35000 a month, https://www.indeed.com/rc/clk?jk=2c25afdc8907853d&fccid=7e57982cb894da40&vjs=3
TRAINEE: Sales & Trading Automation, Société Générale, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=ab9bbc61ec8c8da2&fccid=df6948c9b8da6236&vjs=3
Senior Ethereum Blockchain Analyst, Pacific Cloud Computing Ltd, Causeway Bay Hong Kong Island, N/A, https://www.indeed.com/rc/clk?jk=6bc8586e6767a86b&fccid=76d3dbeb796cf8c0&vjs=3
Business Analyst Manager, Classy Wheeler, Kowloon Bay Kowloon, $40000 - $50000 a month, https://www.indeed.com/rc/clk?jk=ac8b3e198dce1930&fccid=7e57982cb894da40&vjs=3
Senior Systems Engineer - Hong Kong, Westbury Partners, Hong Kong, $1100000 - $1200000 a year, https://www.indeed.com/rc/clk?jk=af4e51c00ceb32e5&fccid=e8e73efb8504b651&vjs=3
Security Analyst / Engineer - IC, Classy Wheeler, Lai Chi Kok Kowloon, $20000 - $35000 a month, https://www.indeed.com/rc/clk?jk=adfa0cf52f7cb1a1&fccid=7e57982cb894da40&vjs=3
Consulting Senior Principle - Web 3/Digital Strategy, BCW Group Inc., Central Hong Kong Island, Full-time, https://www.indeed.com/rc/clk?jk=b1af242a57c184ae&fccid=598376cb4032f6ac&vjs=3
Senior Officer Analytics, The Cigna Group, Kwun Tong Kowloon, Full-time, https://www.indeed.com/rc/clk?jk=5d2bda3d5e36b78a&fccid=afbf8c270610a38a&vjs=3
Senior Web Developer - IC, Classy Wheeler, Kwai Chung New Territories, $30000 - $40000 a month, https://www.indeed.com/rc/clk?jk=86c45552c24fe92d&fccid=7e57982cb894da40&vjs=3
Senior Data Analytics Manager - IC, Classy Wheeler, Central Hong Kong Island, $45000 - $75000 a month, https://www.indeed.com/rc/clk?jk=9990327d4a89371a&fccid=7e57982cb894da40&vjs=3
Engineer - Radio Network Planning, 中國移動, Hong Kong, Fresh graduate, https://www.indeed.com/rc/clk?jk=8e7f0a5395d741f9&fccid=3e35b312a0bacf8b&vjs=3
Analyst Programmer - Fresh Graduates are welcomed, Page Personnel, Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxR3iFwbpxpPU_Mgsb_vRu6RncZ4emCf43FGg3pmikUTyJJGCCDRtvMWDSQHxOrlR3cD2V0zy4LqO1QMlYZ2tAn6j6WpcqzoMaiPzgyp3IaqXvIVmDdwBgFqz7tUsSW1gokT8w4kUyjN-snK5bozvotib2umiJxxLvef3vW3Cl2R5EzuMRe4_HfhPgzs9pQ1RdHHDS25waohfYp4MUWbtoymKSpLSIOBdcndA7tAwdaxVi1alvD9wWmLAwp6ccN-oAY1MM8rWty1V6qQewF8uI4Se1E19XmaEQK2b4WX--_Fw6pTbXRyug5BbmfuXEGaiqrmgHkwhx4a3XMS9KSwPBLKWwwKgq4DHNl8anoEh0vOlVcuL3ROYVI7FdCMh3xMp-LFmVfms89na94qiqGpEand9FEY9y2E4UX-XN-78zZa4wPe6XTAO0a0kFc_mbLXlDsayksAPWHxTZ_j8dZ1ZnHM2ohdc2MyThlWxG-d8DYGE4ug1hzuHRN0n1KvGKJ8j0FrvOzJNKqYkSGVrLy7stYoNH0i0aJMwXtjraD9hkZrkG3ez5jHeg4uqapXMQBpsUT3et_uQcPflzyaAh9_YPzqsoimI9Uzt2rkaGfKiN7A_Pm6xj3fegLE1QGfGiu9xmZolbphbgx87yIc1qJfcfrkI3gCOngZfIfqWL1_MWrvlA==&xkcb=SoBp-_M3LY9-SXTUlJ0EbzkdCdPP&p=13&fvj=0&vjs=3
Research Assistant / Research Associate / Post-doctoral Fellow (2 positions), Sci-Union Technology, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=96b369f2f3040f0f&fccid=e14e33274b0a3684&vjs=3
Data Scientist - Leading Hedge Fund - Hong Kong, BAH Partners, Hong Kong, $1000000 a year, https://www.indeed.com/rc/clk?jk=34584ef9b9b82e9b&fccid=031fcbd781d7a179&vjs=3
Retail Risk Analytics Manager - Global Risk, HSBC, Kowloon City Kowloon, None, https://www.indeed.com/rc/clk?jk=ec70ea49fd6c5b18&fccid=04c9b139c84ea1b5&vjs=3
IoT Developer/Researcher, BIT App Limited, Hong Kong, $18000 - $30000 a month, https://www.indeed.com/company/BIT-App-Limited/jobs/Researcher-45ebb208c3e258da?fccid=8c4433d76feb2207&vjs=3
Information Officer (Server Management) ITSC, Lingnan University, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=a8da09515c7093a3&fccid=e62204a28cd57825&vjs=3
Health & Wellness Analytics Consultant (Manager - Business Intelligence), AIA, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=eb71e2e168c688e3&fccid=004041685e219574&vjs=3
Full Stack Engineer, InnoBlock Technology, Pak Shek Kok New Territories, N/A, https://www.indeed.com/rc/clk?jk=ea9f475b9a7a5cb7&fccid=391f0e505735d155&vjs=3
Vice President Treasury Product Manager (Banknotes) Global Transaction Services (Hong Kong), Bank of America, Hong Kong Island, Full-time, https://www.indeed.com/rc/clk?jk=3825a08ab294b43e&fccid=5bd99dfa21c8a490&vjs=3
GroupM Nexus | Data Executive, GroupM Nexus, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=23e92baa78e4e598&fccid=feb484a8aef310be&vjs=3
Banking Senior Data Engineer/ Data Engineer Manager, JustOneGalaxy Recruitment, Kwun Tong Kowloon, $40000 - $70000 a month, https://www.indeed.com/company/JustOneGalaxy/jobs/Senior-Data-Manager-4ba6a207ec3a140e?fccid=b2d8975fb1e10a18&vjs=3
Post-doctoral Fellow (Strategy and International Business), The Hong Kong University of Science and Technology, Clear Water Bay New Territories, N/A, https://www.indeed.com/rc/clk?jk=d3e735771819b682&fccid=4650d78f3d4a16d3&vjs=3
Instructional Assistant / Teaching Associate, Sci-Union Technology, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=dd195bc5920fee93&fccid=e14e33274b0a3684&vjs=3
(Senior) Data Scientist, A.S. Watson Retail (HK) Limited, Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxSOXCvkYbw-tOkdUnsvzw5ZoRHhfoZJYRG05to2uPzl59chiBkP9AzIW0foDUn4GVmRIoxWfMLXz2ALPR8JLcQNSIoRymBRdcRXIZf6E-gl4cyTuSRB3kPuR-wnAIEHmyyMASAKqb5a7ZqAHwZ78LkZWtIHiqFjOOSulw7_NRJUM9FLyV_vdfKiVHk8nMENlSx5FQ5HXE4BcZS2Om1Zy4ITInfs6lJL1oRAmrpg08erXOn2xGKwb8qLh_2j8NukVJkkyG1wq3Gu8xGglTpRtflNBEWWZ5TytC_SN4HyplE-Y_jdBsBJeJhpKO-hLFsE2UqPntcd0Xy-ebMj2HAkEnIY1wvbjLLZ9LgET_gPv7xbQL-Agggm0lbLittK2wHb7TASTo787NDfYpHiKiuT1UXJiVMpv-8o5y8E5UoNdp0qXu8AMGmyraPq5jW8lapwEkyd-Ud3g_bmuMnvZdXmuPhZ15qIlIniQAotZx5dnUg-5F9JEY2SDLdvuiATqtu92DHZIkAfWfVSyogDVVSrq-6u9Peul7z70b93iyy_8XIPHKNnvLiLTnOMNv_yS6T_NFnCAr0rl08gNSmFwoF-M6cYkUMmtD7AbgriR9LXxvf80Nz6IXqpxq5UpIBXO4Kn5BcWaLMgtSO44FxD82LYqwaCsvMT8BHe9ht5IpzOOoHPuQ==&xkcb=SoDc-_M3LY9-MiRYA50AbzkdCdPP&p=11&fvj=0&vjs=3
Analyst Programmer (R&T Development), Hong Kong R&D Centre for Logistics, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=dc13498d0e2d706b&fccid=96b0bd698f55d24d&vjs=3
Trade Floor Application Support, Barclays, Remote in Central and Western District Hong Kong Island, Permanent, https://www.indeed.com/rc/clk?jk=fe85530d37be7fa7&fccid=057abf3fd357e717&vjs=3
Assurance - Data Analytics - Front-end Development - Hong Kong, EY, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=fe07be3c9895fdc1&fccid=1544766d4c2915b0&vjs=3
Risk Analyst - Global Private Bank, Morgan McKinley, Tsim Sha Tsui Kowloon, $41000 - $45000 a month, https://www.indeed.com/rc/clk?jk=d8ff9561ce8cbce9&fccid=893f9f3cd9fe4472&vjs=3
Technical Manager (DevOps) (Public Enterprise) - IC, Classy Wheeler, Fo Tan New Territories, $75000 - $90000 a month, https://www.indeed.com/rc/clk?jk=4cb15e4cc45c268b&fccid=7e57982cb894da40&vjs=3
Trader Night Shift, China Merchants Securities 招商證券, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=c368b0d6813d9499&fccid=89c7b6c450d100bc&vjs=3
PhD Quant Internship Program, Kronos Research, Hong Kong, None, https://www.indeed.com/rc/clk?jk=fd46a7034087e131&fccid=7a9443004f4df50f&vjs=3
Senior Infrastructure Specialist, ASK IT Limited, Kwun Tong Kowloon, $50000 - $58000 a month, https://www.indeed.com/company/Ask-IT-Limited/jobs/Infrastructure-Specialist-6b8acd2dc32435c6?fccid=ddb6bb16034911e5&vjs=3
Quantitative Researcher / Trader, Kronos Research, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=c5b31f5750b748a0&fccid=7a9443004f4df50f&vjs=3
Analyst Programmer / Systems Analyst, Wings Recruitment Partners Limited, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=15aab8da81b4b612&fccid=dd616958bd9ddc12&vjs=3
Quantitative Trader/ Analyst, SilverStrand Executive Search Limited, Hong Kong, Permanent, https://www.indeed.com/rc/clk?jk=bf4c3975211dd5fa&fccid=9566ab9e06b393ab&vjs=3
Research Associate/Senior Research Assistant/Research Assistant, Hong Kong Baptist University, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=995275dc52e25ecc&fccid=81fd938cb6919dd1&vjs=3
TRAINEE: Financial Engineering, Société Générale, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=20ac18cebceae9db&fccid=df6948c9b8da6236&vjs=3
Junior Programmer (Smart Systems), Logistics and Supply Chain MultiTech R&D Centre..., Hong Kong, Contract renewal, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1KiKFNLSTeoagfKR_iBMdGU9SgqzP7Goclj1knC2rZyeUXg36jB7V4SHM_u3m54er3khVxX2gBGqSxYaBQXcGXFj-1JR32XwGFqk180Sn2UHBw_eL3u372UCzPS-gBafhrm5QeXZW4nKjPzhZvjBk33R0-WIxZPsziCx9dsoaxq6LNwZxTyppY2DWmyS7ExxkYjiJO9c0JOHcveXsAWQ2atLJZu8gp5kkHxSJixtowfAT4XpTs5m2oz0ivG9pT6HPOdimbS3bnFzlG-zoSM1NgNeqrVwve3hj56blmXMSMNDoRieD0B9LPO-VVMf3qE5HUb8Bbd86xWiPb1o6pL8zIzeg0R8HOIyaZBY-hBHTxur_u4pUcXUz4pupFNqfoXqG5WwhYf9fX4i6AbwZO5cNgs4w6sSJCSDGIV4h9I0y0Z2-VE5U27nrRR7_sOP77zOB3lad_yThkmW6qCZORF7DQBqgae2CRZDbucQtdGQvPJUC02VP65ZoFbZOdEFlQwv1PJ8x5RDqETu7FywJBoyER7oStqj3xW0rZVKzfxG6FkjUlWUIXLL2y58xrsLXUskTAt_6dF4wMUYNeFpskRvuu504ZQdbQY7zFFdE5JEt7O1LSRbeyQVV8Sg-F1IgLJN9EITiSULbIam4t1XwH1LWb4byHeTxuR_J1v_GCsDjdLlosjEz-tEsWIm-c56D52eMfzhJNkYMYMH_m8yTyntVqL8pV5gwH0VPLsFbPZ-b_YY4IFC-MHXWQZ2c-hJf3lwpX-yur59VlCl7-Os1yB8_3EH6aMeJ-hBxUsAY8QiOCzo7EwNzhNsCdEHnnV5CMfdVVZR66zvN5w1M5KfeNpCz82ZimOdvzGVm3Rr9pO6_QxjAEY0Nv65XfqO07o2sEUg=&xkcb=SoA5-_M3LY997sRBUR0PbzkdCdPP&p=10&fvj=0&vjs=3
Full-time Instructor, Encode Education, Sai Kung New Territories, $13000 - $15000 a month, https://www.indeed.com/company/Encode-Education/jobs/Instructor-622d8e6a53312378?fccid=8ecde60fa3cc89a8&vjs=3
Assistant Principal Economist / Principal Economist, HKTDC, Wan Chai Hong Kong Island, Contract renewal, https://www.indeed.com/rc/clk?jk=baadc3fb27e3233a&fccid=0ac0a3085ef0cbb7&vjs=3
Software Engineer, Anotech, Hong Kong, $20000 - $26000 a month, https://www.indeed.com/company/Anotech-Energy/jobs/Software-Engineer-5845b756da913f37?fccid=6994d7ff24d54d6a&vjs=3
Computational Scientist (ACT), Cluster Technology Ltd, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=5e66bdc7da823340&fccid=f1943ec5b4031bab&vjs=3
Post-doctoral Fellows (3 positions), The Hong Kong University of Science and Technology, Clear Water Bay New Territories, N/A, https://www.indeed.com/rc/clk?jk=e50f841069954689&fccid=4650d78f3d4a16d3&vjs=3
Engineer - Radio Network Optimization, 中國移動, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=73dc724382dd3881&fccid=3e35b312a0bacf8b&vjs=3
Engineer, Mitochon Technology Ltd., Remote in Kwun Tong Kowloon, None, https://www.indeed.com/company/Mitochon-Technology-Ltd./jobs/Engineer-b2ded953b9b36aff?fccid=1c59812263635bd5&vjs=3
Analyst-VP Operations and Settlement 分析员-副总裁 交易结算, Shenwan Hongyuan, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=bda5d1735dc68db9&fccid=b8fa629ed5f12749&vjs=3
Full Stack Developer, Blockchain Solutions Ltd., New Territories, $24000 - $30000 a month, https://www.indeed.com/company/Blockchain-Solutions-Limited/jobs/Full-Stack-Developer-e84af6501c036800?fccid=594e6f7124ab98aa&vjs=3
Interns (2023 - 2024 20+ Openings), ASMPT, Hong Kong, Part-time, https://www.indeed.com/rc/clk?jk=7e25fad869cd7b99&fccid=d5261dd18eef7e59&vjs=3
System Engineer, 中國移動, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=f77f11ca7ac15129&fccid=3e35b312a0bacf8b&vjs=3
Senior Engineer/Consultant (Video Analytics / IoT / Big Data) - IC, Classy Wheeler, Quarry Bay Hong Kong Island, $20000 - $40000 a month, https://www.indeed.com/rc/clk?jk=f661c84f99132620&fccid=7e57982cb894da40&vjs=3
Research Assistants / Research Associates / Post-doctoral Fellows (Machine Learning and Quantitative Investment) – several positions, Sci-Union Technology, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=98207d1e8f409e74&fccid=e14e33274b0a3684&vjs=3
Onsite with APPLE - Business Analyst/ Junior Data Analyst (20-22k), Manpower, Causeway Bay Hong Kong Island, $23000 a month, https://www.indeed.com/rc/clk?jk=5c1d4f17c5725236&fccid=1a17983a910f73d8&vjs=3
Full-Stack Web Developer (Blockchain), Animoca Brands Limited, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=081b8db71cd57106&fccid=ed9645b461144b15&vjs=3
Engineer - Radio Network Coverage Planning, 中國移動, Hong Kong, Fresh graduate, https://www.indeed.com/rc/clk?jk=3fcc55bf3e0c4ea3&fccid=3e35b312a0bacf8b&vjs=3
Senior Firmware Engineer, Advanced Energy Industries Inc, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=45d4891f5d71d9bf&fccid=69bd144676e793c3&vjs=3
Analyst Programmer - Fresh Graduates are welcomed, Page Personnel, Hong Kong, None, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_WhMMFkiKaXzBV1s_y2UbJxR3iFwbpxpPU_Mgsb_vRu6RncZ4emCf43FGg3pmikUTyJJGCCDRtvMWDSQHxOrlR3cD2V0zy4LqO1QMlYZ2tAn6j6WpcqzoMaiPzgyp3IaqXhZrDRj8LRR3xm2cfo4rxo5Ha8u8fQswqH_9vhstZewnDMdsLUyXJ2Lncsp82f7HmPjyxL6b3eWYvVtb8oiDBC8YdfexVfnLC9trgF4Txoh0l-wFhmvGuQNvwGQUXSF7U3LiWIgRdduVUmhV4gsLROJZiXVrB_Muf1oj2aGiB3F1QjW8L23qTbuoGqPxcdqdHi_2PjX1IwP32nyvi0SH83Le_YISQOVlqjWHEgp24rTvQhjjh7lWan5bTnVIwsCpowicSH6CGTNhmxzmfqIyKvEKi6zmFHbomDoY6tvzBxUF7NuJ6VjWcTG3MkwQCEJbNF4BGw2KCQ0MnH-FCJFY3f4OxG2UX0uqDinT5veEbljOtdf5BnOGtgAwTK9ZCePYa1A6FtucieA6nh8EjMVlWtW0tARolbbOK21Hfl5FeHAvpRwH2__5qGtyHC4aCYEsJJrhouI7Cv-m0FW-Nwf-2bHqLEyzzDiD61S1zVt_34Yh1Ojxg0ec1kORzbVFN27Vf6lQeP_tQbbVJwonm3vwS-7eQceFITc4GHsFkgAPOjKsNgXrIuIuX2pN9Q3CUJJ3uQ==&xkcb=SoCV-_M3LY99eszUlJ0EbzkdCdPP&p=13&fvj=0&vjs=3
Data Scientist I, Intact Financial (HK) Limited, New Territories, Full-time, https://www.indeed.com/rc/clk?jk=8072782957ef1f2c&fccid=cffed082b3c47055&vjs=3
Azure Data Factory Developer, Tata Consultancy Services, Hong Kong, N/A, https://www.indeed.com/rc/clk?jk=5c92c8c7e75e8ce1&fccid=d9b9208177142548&vjs=3
Mid or Senior Rust Backend Developer (Multiple openings - remote possible), Keyrock, Remote, Full-time, https://www.indeed.com/rc/clk?jk=99f082f52e1e83a9&fccid=6498a554dd4f9282&vjs=3
Senior Trade Surveillance Analyst, UBS, Hong Kong, Full-time, https://www.indeed.com/rc/clk?jk=ec4757d0e15d7fda&fccid=1c76c3a36f6c7557&vjs=3
Associate Modelling & Platforms, Standard Chartered Bank, None, Permanent, https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcVXYUBz_xUrOHE2hQwEOYk5LvgCx8joKMehZTqXNtIS8SiGjlq_mAjtkFF9UaQ924iSRXuUD4qQxBdPFKPN1_Zi5HzFuEh25knlQp8i9wmCXH6Nk5LBoy9KS7odcXvsOtxIXI5f8QvV8s7VbjYsRnwluodf-yVZsmVizoEU-_xB30ISUIoIpLNPt0sbqdN_LTlTi572vAevPPXLez3ow9zTnTBTf1VJNA9o79KRxBQK3txijuVXq0V7ZfxwQQXR-ByDAJNujDAqI7qnhCnU0QLxKm0_qgClId8vW1-GVTT33xJ-sFDJnXtBErj_Vy_TMvalU1Sdlh9kdqeX47L28afPTYfwAmrAucuUcBtP2dh4ym8Z8gNNdhYE8eq8-UNyebk1a_neGB6duXsWwOKjJ_3zXBClR2O64RMtKIA8i3IhioFKqTTMp4yCJl8y_MquAwJNpT74FRQKmlRVdgvO_CvwOZYelBpiPQVNGLrJKqzeSVH0bJhfFZ53Ce9dzHpdrKvCfHQP5Gm7QMzSPWsPrR35oUO0QYcH9hUHUj9wB8oMpTzTE3gG4XPGHkLxffw26YBpJRPzouR1r4kjbdvERqmfYQH8fVNgW2ejMJ3qRYMjwBQTCDykJaxJ6YomsUY4wkmB6wGCaC5r8mpKXRzdjCPpeFNKdAXWTgUikET8i2XF_xMwNnjZibOLESrVRItJRXFVSpJULh4EG0G5zUMSsRjQnE1XOYK0RaaMUjFi1RZUM&xkcb=SoAw-_M3LY99IAxYA50JbzkdCdPP&p=3&fvj=0&vjs=3
